vietnamese,tai_dam,is_augmented
noi tè,ꪎꪳꪚ ꪙꪾ,True
noi ơn,ꪎꪳꪚ ꪙꪾ,True
"kế nghiệp, nối nghiệp",ꪎꪳꪚ ꪹꪉꪸ,False
nối tiếp,ꪎꪳꪚ ꪔꪱꪣ,False
nối tiếp,ꪶꪩ꫁ꪙ ꪔꪱꪣ,True
kế tục,ꪎꪳꪚ ꪔꪱꪣ,False
kế vị,ꪎꪳꪚ ꪹꪕꪸꪙ,False
kế vị,ꪯꪳ꪿ ꪹꪕꪸꪙ,True
chắp nối,ꪎꪳꪚ ꪔꪷ꪿,False
chắp nối,ꪉꪱꪚ ꪔꪷ꪿,True
chắp vá,ꪎꪳꪚ ꪔꪷ꪿,False
kế tiếp,ꪎꪳꪚ ꪔꪷ꪿,False
"nối dõi, nối dòng",ꪎꪳꪚ ꪎꪱꪥ,False
"nối dõi, nối lình,",ꪎꪳꪚ ꪎꪱꪥ,True
"nối dõi, nối nhổ",ꪎꪳꪚ ꪎꪱꪥ,True
kế thế,ꪎꪳꪚ ꪎꪱꪥ,False
mồi thế,ꪎꪳꪚ ꪎꪱꪥ,True
chắp nối,ꪎꪳꪚ ꪎ꫁ꪮꪙ,False
xù,ꪐꪱ,False
dựng,ꪐꪱ,False
tan,ꪐ꪿ꪱ,False
tan,ꪒ꫁ꪽ,True
thôi,ꪐ꪿ꪱ,False
đầy cữ,ꪐ꪿ꪱ ꪼꪡ,False
đầy cữ,ꪐ꪿ꪱ ꪠꪱꪀ,True
cỏ,ꪐ꫁ꪱ,False
"gianh, tranh",ꪐ꫁ꪱ,False
"gianh, tranh",ꪔꪲ꪿,True
"cỏ gianh, cỏ tranh",ꪐ꫁ꪱ ꪁꪱ,False
"cỏ gianh, cỏ tranh",ꪐ꫁ꪱ ꪜ꫁ꪱ,True
cỏ mần trầu,ꪐ꫁ꪱ ꪬꪴꪒ,False
"xẹp, mần trầu",ꪐ꫁ꪱ ꪬꪴꪒ,True
cot may,ꪐ꫁ꪱ ꪄꪫꪱꪀ,False
cot bóng,ꪐ꫁ꪱ ꪄꪫꪱꪀ,True
cỏ gấu,ꪐ꫁ꪱ ꪶꪄꪙ ꪢꪴ,False
thiệu díu,ꪐ꫁ꪱ ꪶꪄꪙ ꪢꪴ,True
cỏ lưỡi trâu,ꪐ꫁ꪱ ꪵꪝꪒ,False
cỏ gà,ꪐ꫁ꪱ ꪪꪱꪥ,False
cỏ lác,ꪐ꫁ꪱ ꪪꪰꪉ,False
"đừng, chớ",ꪑꪱ,False
chớ nên,ꪑꪱ ꪩꪮꪙ,False
phốc,ꪵꪑ꫁ꪀ,False
hạch,ꪵꪑ꫁ꪀ,True
"bổng, bỗng",ꪵꪑ꫁ꪀ,False
"bổng, phệt,",ꪵꪑ꫁ꪀ,True
tán dương,ꪐ꫁ꪱꪥ,False
vỡ,ꪑ꪿ꪱꪥ,False
xong,ꪑ꪿ꪱꪥ,True
rời,ꪑ꪿ꪱꪥ,False
rời,ꪵꪨ꪿ꪉ,True
chành bành,ꪑ꪿ꪱꪥ,False
bè bè,ꪑ꪿ꪱꪥ ꪹꪚꪸꪊꪀ,False
bẹp dúm,ꪑ꪿ꪱꪥ ꪹꪛꪸꪑ꫁,False
rời,ꪑ꪿ꪱꪥ ꪑꪺꪀ,False
bục,ꪑ꪿ꪱꪥ ꪹꪡꪸ꫁ꪉ,False
vương,ꪑ꪿ꪱꪥ ꪹꪡꪸ꫁ꪉ,True
"dời, di, chuyển di chuyển",ꪑ꫁ꪱꪥ,False
"dời, di, chuyển múp chuyển",ꪑ꫁ꪱꪥ,True
"dời, di, dí, di chuyển",ꪀꪲ꫁ꪣ,True
nẻ,ꪑꪱꪀ,False
sứt,ꪑꪱꪀ,False
rạn,ꪑꪱꪀ,False
rạn,ꪎꪱꪥ,True
chớp,ꪑꪱꪀ,False
tản,ꪑꪱꪀ,False
oan,ꪐꪱꪣ,False
"uổng, uổng phí",ꪐꪱꪣ,False
quen,ꪐ꫁ꪱꪣ,False
quen thói,ꪐ꫁ꪱꪣ,False
quen mui,ꪐ꫁ꪱꪣ ꪅꪷ꪿,False
quen hây,ꪐ꫁ꪱꪣ ꪅꪷ꪿,True
mê tít,ꪐ꫁ꪱꪣ ꪅꪷ꪿,False
ngọ tít,ꪐ꫁ꪱꪣ ꪅꪷ꪿,True
quen thói,ꪐ꫁ꪱꪣ ꪹꪅꪷꪥ,False
quen thói,ꪅ꫁ꪽ ꪹꪅꪷꪥ,True
quen thân,ꪐ꫁ꪱꪣ ꪣꪷ꪿,False
quen nết,ꪐ꫁ꪱꪣ ꪣꪷ꪿,False
"cha, nết",ꪐ꫁ꪱꪣ ꪣꪷ꪿,True
quen thụp,ꪐ꫁ꪱꪣ ꪣꪷ꪿,True
mùa,ꪑꪱꪣ,False
"thuở, thời",ꪑꪱꪣ,False
"mùa nóng, mùa nực",ꪑꪱꪣ ꪭ꫁ꪮꪙ,False
"mùa lăng, mùa nực",ꪑꪱꪣ ꪭ꫁ꪮꪙ,True
mùa lạnh,ꪑꪱꪣ ꪘꪱꪫ,False
mùa rờ,ꪶꪏꪥ ꪘꪱꪫ,True
lởm chởm,ꪑ꪿ꪱꪣ ꪑꪲ꪿ꪣ,False
"bừa bộn, tạp nham",ꪑ꪿ꪱꪣ ꪑꪺꪀ,False
"nham nhở, nham nham",ꪑ꪿ꪱꪣ ꪑꪺꪀ,False
"nham nhở, nham nham",ꪔꪎ꪿ꪮꪥ ꪑꪺꪀ,True
"nham nhở, nham nham",ꪑ꪿ꪱꪣ ꪠꪸꪙ,True
nhoe nhoét,ꪑ꪿ꪱꪣ ꪑꪺꪀ,False
"thô, sẩn",ꪐ꪿ꪱꪙ,False
"thô, vắng",ꪐ꪿ꪱꪙ,True
nhãn,ꪑ꫁ꪱꪙ,False
bơn,ꪑ꫁ꪱꪙ,True
"quại,",ꪑ꫁ꪱꪙ,True
"bù, xợp",ꪐꪱꪉ,False
nườm giăng,ꪐꪱꪉ,True
bước,ꪑ꪿ꪱꪉ,False
phơ,ꪑ꪿ꪱꪉ,True
bước,ꪹꪕꪸꪀ,True
rảo bước,ꪑ꪿ꪱꪉ ꪑ꫁ꪱꪥ,False
rảo bếnh,ꪑ꪿ꪱꪉ ꪑ꫁ꪱꪥ,True
đi chân,ꪑ꪿ꪱꪉ ꪕꪱꪉ,False
đi chân,ꪹꪭꪷꪥ ꪕꪱꪉ,True
túm,ꪵꪐꪉ,False
tre,ꪵꪐꪉ,True
ngượng ngùng,ꪵꪐ꪿ꪉ,False
"ngượng vít,",ꪵꪐ꪿ꪉ,True
hổ thẹn,ꪵꪐ꪿ꪉ ꪮꪱꪥ,False
hổ đến:,ꪵꪐ꪿ꪉ ꪔꪲ꪿,True
"áng, ước, áng chừng, ước chừng",ꪵꪑꪉ,False
"áng, ước, áng chừng, ước chừng",ꪵꪁꪩꪒ,True
chừng,ꪵꪑꪉ ꪅꪱꪫ,False
chừng,ꪤꪱꪒ ꪅꪱꪫ,True
chừng nào,ꪵꪑꪉ ꪅꪱꪫ,False
chộp,ꪐ꫁ꪱꪫ,False
khui,ꪀ꪿ꪮꪙ,True
đớp,ꪐ꫁ꪱꪫ,False
chộp vội,ꪐ꫁ꪱꪫ ꪊꪾꪚ,False
chộp bựa,ꪐ꫁ꪱꪫ ꪊꪾꪚ,True
chộp cồng,ꪐ꫁ꪱꪫ ꪊꪾꪚ,True
"nhao nhao, nhôn nhao",ꪑꪱꪫ ꪑꪱꪫ,False
nhao mũi nhôn nhao,ꪑꪱꪫ ꪑꪱꪫ,True
bã,ꪑ꫁ꪱꪫ,False
bã,ꪹꪔꪸꪉ,True
dai,ꪐꪱꪚ,False
nước đôi,ꪐꪱꪚ,False
xẻng đôi,ꪊꪨꪺꪀ,True
òng đôi,ꪐꪱꪚ,True
bầy nhầy,ꪐꪱꪚ ꪐ꫁ꪺꪉ,False
bầy nhầy,ꪄꪳ꫁ꪙ ꪐ꫁ꪺꪉ,True
bầy trẹo,ꪐꪱꪚ ꪐ꫁ꪺꪉ,True
lươm bươn,ꪐꪱꪚ ꪐ꫁ꪺꪉ,False
cùi,ꪑꪱꪚ ꪑꪮꪉ,False
cùi,ꪑꪱꪚ ꪼꪚ꪿,True
"bươm, bướp",ꪑꪱꪚ ꪑꪮꪉ,False
rằn bướp,ꪏꪲꪣ ꪑꪮꪉ,True
nhưng kiếm,ꪑꪱꪚ ꪑꪮꪉ,True
cứu nguy,ꪑꪱꪒ,False
cứu giẻ,ꪑꪱꪒ,True
dập,ꪑꪱꪒ,False
bụ,ꪹꪐꪱ꫁,False
bụ bẫm,ꪹꪐꪱ꫁ ꪐꪺꪀ,False
"bứt, tuột,",ꪹꪐꪱ꫁ ꪐꪺꪀ,True
sát sạt,ꪹꪑꪱ꫁,False
nán,ꪹꪑꪱ꫁,False
to,ꪻꪐ꪿,False
nghạnh,ꪻꪐ꪿,True
lớn,ꪻꪐ꪿,False
khôn lớn,ꪻꪐ꪿ ꪚꪱꪙ,False
xảo lớn,ꪻꪐ꪿ ꪚꪱꪙ,True
"to lớn, khổng lồ",ꪻꪐ꪿ ꪨꪺꪉ,False
to đã khổng lồ,ꪻꪐ꪿ ꪵꪜꪚ,True
"to lớn, ác lồ",ꪭꪳ꪿ꪉ ꪨꪺꪉ,True
lớn lao,ꪻꪐ꪿ ꪨꪺꪉ,False
khôn lớn,ꪻꪐ꪿ ꪢ꫁ꪱ,False
"ráy, lớn",ꪻꪐ꪿ ꪹꪖꪷꪨꪀ,True
khôn lớn,ꪻꪐ꪿ ꪵꪋ꫁ꪙ,True
"cáu, cáu kỉnh",ꪼꪐ,False
"cáu, cáu kỉnh",ꪔꪮꪙ,True
"cáu, cáu ấm,",ꪼꪐ,True
"gắt, gắt gỏng",ꪼꪐ,False
lũng gắt gỏng,ꪼꪐ,True
nổi giận,ꪼꪐ,False
sục giận,ꪼꪐ,True
cảu nhàu,ꪼꪐ ꪝꪳꪒ ꪝꪳꪒ,False
cảu nhàu,ꪎ꪿ꪱꪙ ꪝꪳꪒ ꪝꪳꪒ,True
gắt um,ꪼꪐ ꪔꪴꪣ ꪔꪴꪣ,False
gắt um,ꪶꪁꪩ꪿ꪙ ꪔꪴꪣ ꪔꪴꪣ,True
tãi,ꪼꪑ,False
bắt lẽ,ꪼꪑ ꪁꪫꪱꪣ,False
"mặt, lẽ",ꪼꪑ ꪁꪫꪱꪣ,True
"xê, xê xích",ꪼꪑ꫁,False
"xê, mại, chót,",ꪼꪑ꫁,True
thái nhỏ,ꪑꪰꪀ,False
thái nhỏ,ꪹꪎꪸ꫁ꪣ,True
dùng,ꪑꪰꪀ,False
vọt,ꪑꪰꪀ,True
thái vụn,ꪑꪰꪀ ꪑ꪿ꪮꪥ,False
thái lừng,ꪑꪰꪀ ꪑ꪿ꪮꪥ,True
thái vụn,ꪹꪝꪸ꫁ꪀ ꪑ꪿ꪮꪥ,True
tủn mủn,ꪑꪰꪀ ꪑ꪿ꪮꪥ,False
nhắm,ꪐꪾ꪿,False
nhẩm,ꪐꪾ꪿,True
nhắm rượu,ꪐꪾ꪿ ꪹꪨꪱ꫁,False
nhắm rượu,ꪑꪺꪙ ꪹꪨꪱ꫁,True
ấp úng,ꪐꪾ꪿ ꪐꪰꪉ,False
nhấm,ꪐꪾ꫁,False
nhằn,ꪐꪾ꫁,False
mum,ꪐꪾ꫁,False
lún phún,ꪐꪾ꫁ ꪵꪐꪀ,False
lún tấm,ꪐꪾ꫁ ꪵꪐꪀ,True
xồm xoàm,ꪐꪾ꫁ ꪐꪴ꪿ꪀ,False
thịt thà,ꪐꪾ꫁ ꪹꪐ꪿,False
giẫm,ꪑꪾ꪿,False
đi,ꪑꪾ꪿,False
đè đầu,ꪑꪾ꪿ ꪬꪺ,False
"tích, đầu",ꪑꪾ꪿ ꪬꪺ,True
đạp lúa,ꪑꪾ꪿ ꪹꪄꪱ꫁,False
đạp sắt,ꪹꪤ꫁ꪥ ꪹꪄꪱ꫁,True
tiếp cận,ꪑꪾ꫁,False
sửu cận,ꪑꪾ꫁,True
giẫm nát,ꪑꪾ꪿ ꪑꪷ꪿,False
giẫm lờm,ꪑꪾ꪿ ꪑꪷ꪿,True
bấm,ꪐꪽ,False
vấu,ꪐꪽ,True
chống,ꪐꪽ,False
"đâm hông, nhiếc",ꪐꪽ,False
"đâm hông, nhiếc",ꪶꪔ꪿ꪀ,True
chế nhạo,ꪐꪽ,False
nhận,ꪐ꫁ꪽ,False
giọi,ꪐ꫁ꪽ,True
bảo đảm,ꪐ꫁ꪽ ꪜꪱꪫ,False
đảm bảo,ꪐ꫁ꪽ ꪜꪱꪫ,False
"rầy, bọ rầy",ꪑ꪿ꪽ,False
vằng bọ rầy,ꪑ꪿ꪽ,True
răn đe,ꪑ꪿ꪽ,False
mờm đe,ꪑ꪿ꪽ,True
rầy nâu,ꪑ꪿ꪽ ꪼꪡ,False
ập nâu,ꪜꪱꪫ ꪼꪡ,True
"đè, nhấn",ꪑ꫁ꪽ,False
"đè, nhấn",ꪹꪭ꪿ꪉ,True
bậm,ꪑ꫁ꪽ,False
dấn,ꪑ꫁ꪽ,False
dấn,ꪶꪎ꪿ꪉ,True
"rít răng, bặm miệng",ꪑ꫁ꪽ ꪵꪄ꫁ꪫ,False
"rít răng, rói, miệng",ꪑ꫁ꪽ ꪵꪄ꫁ꪫ,True
còn,ꪑꪰꪉ,False
còn,ꪶꪄ꪿ꪀ,True
"vẫn, còn",ꪑꪰꪉ,False
ngần lườm,ꪑꪰꪉ,True
còn sống,ꪑꪰꪉ ꪶꪁꪙ,False
kiến sống,ꪑꪰꪉ ꪶꪁꪙ,True
"hãy còn, còn nữa",ꪑꪰꪉ ꪻꪢ꪿,False
"cống còn, còn xiết,",ꪑꪰꪉ ꪻꪢ꪿,True
bã hơi,ꪑꪰꪉ ꪖ꪿ꪮꪉ ꪻꪊ,False
bã hơi,ꪑꪰꪉ ꪉꪮꪒ ꪫꪲ꪿ꪉ,True
gừ,ꪑꪰ꪿ꪉ,False
"gầm gừ, gừ gừ",ꪑꪰ꪿ꪉ ꪑꪰ꪿ꪉ,False
"gầm gừ, gừ quyền",ꪑꪰ꪿ꪉ ꪑꪰ꪿ꪉ,True
"gầm gừ, vót tròng",ꪯꪴꪥ ꪑꪰ꪿ꪉ,True
bít,ꪐꪾꪚ,False
"xảm, trám",ꪐꪾꪚ,False
"súyt nữa, tí nữa",ꪐꪾꪚ ꪙ꫁ꪮꪥ ꪙꪳ꪿ꪉ,False
"bọc nữa, tí nữa",ꪐꪾꪚ ꪙ꫁ꪮꪥ ꪙꪳ꪿ꪉ,True
"xỏ, luồn",ꪵꪐ꪿,False
"những, luồn",ꪵꪐ꪿,True
đưa,ꪵꪐ꪿,False
đưa,ꪹꪚ꫁ꪣ,True
"chìa, thò",ꪵꪐ꪿,False
nưa thò,ꪵꪐ꪿,True
"cáo, cầy",ꪹꪐꪸꪙ,False
sục cầy,ꪹꪐꪸꪙ,True
cầy bông lau,ꪹꪐꪸꪙ ꪁꪴꪀ,False
cầy bạc má,ꪹꪐꪸꪙ ꪭꪱꪀ,False
cầy vòi,ꪹꪐꪸꪙ ꪄ꪿ꪱ,False
cầy hương,ꪹꪐꪸꪙ ꪣꪮꪉ,False
xối xả,ꪹꪐꪸ꫁ꪙ,False
dần,ꪑꪲ,False
bịch,ꪑꪲ,False
rào rào,ꪑꪲ ꪑꪰꪀ,False
đằng đẵng,ꪑꪲ ꪑ꫁ꪮꪥ,False
đằng khau,ꪑꪲ ꪑ꫁ꪮꪥ,True
đằng ặc,ꪑꪲ ꪑ꫁ꪮꪥ,True
dằng dặc,ꪑꪲ ꪑꪮꪙ,False
vò nát,ꪑꪲ ꪑ꪿ꪮꪉ,False
ngước nát,ꪑꪲ ꪑ꪿ꪮꪉ,True
hai,ꪑꪲ꪿,False
soi,ꪐꪸ꫁ꪣ,False
ngó,ꪐꪸ꫁ꪣ,False
dòm,ꪐꪸ꫁ꪣ,False
dòm,ꪚꪨꪴꪚ,True
nhét,ꪑꪸꪒ,False
lưỡi,ꪑꪸꪒ,True
"nhồi, dồi",ꪑꪸꪒ,False
"nhồi, dồi",ꪡꪴ꫁ꪉ,True
"nhồi, dồi",ꪶꪁꪙ,True
dúi,ꪑꪸꪒ,False
nhiễu,ꪐꪸ꫁ꪫ,False
rạn,ꪐꪲ꪿ꪉ,False
"nhe, nhăn",ꪐꪲ꪿ꪉ,False
"nhe, sẹo",ꪐꪲ꪿ꪉ,True
hé,ꪐꪲ꪿ꪉ,False
nõn,ꪐꪲ꪿ꪉ,True
hạt bụi,ꪐꪲ꪿ꪉ ꪹꪐ꫁,False
rác rưởi,ꪐꪲ꪿ꪉ ꪹꪐ꫁,False
gái,ꪑꪲꪉ,False
gắng,ꪑꪲꪉ,True
nữ,ꪑꪲꪉ,False
ngắm,ꪑꪲꪉ,False
ngắm,ꪹꪡꪸꪀ,True
nhằm,ꪑꪲꪉ,False
nhằm,ꪹꪢꪸ꫁ꪙ,True
"gái trai, nam nữ",ꪑꪲꪉ ꪋꪱꪥ,False
"gái trai, nam nữ",ꪑꪲꪉ ꪵꪠꪚ,True
ái nam ái nữ,ꪑꪲꪉ ꪋꪱꪥ,False
ái nam ái nữ,ꪑꪲꪉ ꪀ꫁ꪫꪱꪙ,True
dòng họ bên gái,ꪑꪲꪉ ꪎꪱꪫ,False
khâu,ꪑꪲꪚ,False
khâu đột,ꪑꪲꪚ ꪶꪒ꫁ꪙ ꪶꪬꪙ,False
"khâu khóc,",ꪑꪲꪚ ꪶꪒ꫁ꪙ ꪶꪬꪙ,True
khâu đung,ꪑꪲꪚ ꪶꪒ꫁ꪙ ꪶꪬꪙ,True
khâu túm,ꪑꪲꪚ ꪬꪴ꪿ꪣ,False
khâu túm,ꪶꪯꪩ ꪬꪴ꪿ꪣ,True
khâu vắt,ꪑꪲꪚ ꪜ꪿ꪱꪥ,False
khâu vắt,ꪑꪲꪚ ꪚ꫁ꪽ,True
xong vắt,ꪑꪲꪚ ꪜ꪿ꪱꪥ,True
"nhấc, nhắc, bê",ꪑꪷ,False
giơ,ꪑꪷ,False
giơ,ꪊꪨꪷ,True
giương,ꪑꪷ,False
nâng,ꪑꪷ,False
nâng,ꪵꪨ,True
dung,ꪏꪰꪀ,True
dâng,ꪑꪷ,False
"bận, lần",ꪑꪷ,False
"tâng, tâng bốc",ꪑꪷ ꪬꪱꪉ,False
xốc,ꪑꪷ ꪭꪳꪒ,False
xốc,ꪀꪴ꪿ꪀ ꪭꪳꪒ,True
bệ,ꪑꪷ ꪶꪑ꫁ꪀ,False
dàn mặt,ꪑꪷ꪿ ꪘ꫁ꪱ,False
"in, mặt",ꪑꪷ꪿ ꪘ꫁ꪱ,True
nát vụn,ꪑ꪿ꪮꪥ,False
nát vụn,ꪶꪙ꫁ꪀ,True
sướt mướt,ꪑ꫁ꪮꪥ ꪑ꫁ꪮꪥ,False
quết,ꪑꪮꪀ,False
quết,ꪛꪥꪰ꪿ꪉ,True
thụi,ꪑꪮꪀ,False
"xúi giục, xúi bẩy",ꪑꪮꪀ ꪑꪺꪙ,False
"phiếm giục, xúi bẩy",ꪑꪮꪀ ꪑꪺꪙ,True
lún phún,ꪐꪮꪣ ꪵꪐꪣ,False
vịn phún,ꪹꪫꪸ꫁ꪙ ꪵꪐꪣ,True
đám,ꪐ꪿ꪮꪣ,False
"lé,",ꪐ꪿ꪮꪣ,True
"đám con, đám nhỏ",ꪐ꪿ꪮꪣ ꪐꪮꪀ,False
"đám con, nhà, nhỏ",ꪐ꪿ꪮꪣ ꪐꪮꪀ,True
đám gióng đám tồ,ꪐ꪿ꪮꪣ ꪐꪮꪀ,True
nhuộm,ꪑ꫁ꪮꪣ,False
đằng đẵng,ꪑꪮꪙ ꪑꪮꪙ,False
nát,ꪑ꪿ꪮꪙ,False
rứt,ꪑ꪿ꪮꪙ,True
tướp,ꪑ꪿ꪮꪙ,False
"dôi,",ꪑ꪿ꪮꪙ,True
tả tơi,ꪑ꪿ꪮꪙ ꪑꪾ,False
tả tơi,ꪶꪨ꪿ꪣ ꪑꪾ,True
tơi bời,ꪑ꪿ꪮꪙ ꪑꪾ,False
"vù, ươn",ꪑ꪿ꪮꪙ ꪑꪾ,True
vụn,ꪑ꪿ꪮꪙ ꪵꪑ꪿ꪙ,False
"cùi, cơm",ꪑꪮꪉ,False
xơ,ꪑꪮꪉ,False
"chọn,",ꪑꪮꪉ,True
kính,ꪑ꫁ꪮꪉ,False
kính dân,ꪑ꫁ꪮꪉ ꪑꪷ,False
kính dân,ꪼꪔ ꪑꪷ,True
nâng đỡ,ꪑ꫁ꪮꪉ ꪑꪷ,False
ngót,ꪐꪮꪚ,False
lưỡng,ꪐꪮꪚ,True
nhụt chí,ꪑꪮꪚ ꪻꪊ,False
"nhụt sân,",ꪑꪮꪚ ꪻꪊ,True
"ngọn, đọt",ꪑꪮꪒ,False
"búp, nõn",ꪑꪮꪒ,False
"búp, nõn",ꪩꪾ꪿,True
hờ,ꪶꪑ꪿,False
nới,ꪶꪑ꪿,False
rão,ꪶꪑ꪿,False
rão,ꪁꪙ꪿ꪮꪉ,True
khấm khá,ꪶꪑ꪿ ꪚꪱꪉ,False
lỏng lẻo,ꪶꪑ꪿ ꪹꪑꪸ꪿,False
vấn lẻo,ꪩꪸ꪿ꪣ ꪹꪑꪸ꪿,True
loại,ꪶꪐ꪿ꪀ,False
động chạm đến,ꪶꪐ꪿ꪀ,False
động chạm đầm,ꪶꪐ꪿ꪀ,True
vểnh,ꪶꪑ꫁ꪀ,False
"nhún, lụy",ꪶꪑꪣ,False
"nhún, nghẹt",ꪶꪑꪣ,True
kính,ꪶꪑꪣ,False
bổ béo,ꪶꪐꪙ,False
bồi,ꪶꪐ꫁ꪙ,False
lấp,ꪶꪐ꫁ꪙ,False
"vẩu, vổ",ꪶꪐ꪿ꪉ,False
"vẩu, vổ",ꪩ꪿ꪺ,True
giơ,ꪶꪑꪉ,False
chĩa,ꪶꪑꪉ,False
xỉu,ꪶꪑꪚ,False
xỉu,ꪖꪰ꪿ꪉ,True
nhờ,ꪹꪑꪷ,False
lết,ꪹꪑꪷ,True
nhờ,ꪹꪑꪷ,False
nhờ ơn,ꪹꪑꪷ ꪹꪮꪷꪙ,False
nhờ ơn,ꪚꪴꪚ ꪹꪮꪷꪙ,True
lớ ơn,ꪹꪑꪷ ꪹꪮꪷꪙ,True
"lấn, xâm",ꪹꪑꪷ꪿ꪣ,False
chổi,ꪑꪴ,False
chổi lông gà,ꪑꪴ ꪶꪄꪙ ꪼꪀ꪿,False
chổi lông gà,ꪼꪫ ꪶꪄꪙ ꪼꪀ꪿,True
"chổi tre, chổi chà",ꪑꪴ ꪼꪣ꫁,False
"chổi tre, chổi soi,",ꪑꪴ ꪼꪣ꫁,True
"chổi tre, chổi đâu",ꪑꪴ ꪼꪣ꫁,True
chổi đót,ꪑꪴ ꪜꪰꪒ,False
chổi đót,ꪚꪮꪉ ꪜꪰꪒ,True
chổi lúa,ꪑꪴ ꪹꪡꪉ,False
bậy bạ,ꪐꪴ꪿ꪀ ꪐ꫁ꪺꪥ,False
xồm,ꪐꪴꪥ,False
xồm,ꪵꪜ,True
gí sát,ꪑꪴꪀ,False
thê sát,ꪑꪴꪀ,True
"tủm, mỉm, múm mím, mủm mỉm",ꪐꪴ꫁ꪣ,False
"tủm, mỉm, múm mím, mủm trơ",ꪐꪴ꫁ꪣ,True
chúm chím,ꪐꪴ꫁ꪣ ꪹꪐ꪿ꪥ,False
tủm tỉm,ꪐꪴ꫁ꪣ ꪹꪏ꫁ꪥ,False
tết tỉm,ꪐꪴ꫁ꪣ ꪹꪏ꫁ꪥ,True
nhuận,ꪑꪴꪙ,False
"rối, ríu",ꪐꪴ꫁ꪉ,False
loạn lạc,ꪐꪴ꫁ꪉ ꪚ꪿ꪱ,False
loạn trâm,ꪀꪲꪙ ꪚ꪿ꪱ,True
"loạn nhẵn,",ꪐꪴ꫁ꪉ ꪚ꪿ꪱ,True
"rối tung, rối bời",ꪐꪴ꫁ꪉ ꪐꪱꪫ,False
"rối tung, rối bời",ꪹꪁꪸꪩ꫁ ꪐꪱꪫ,True
rối ren,ꪐꪴ꫁ꪉ ꪐꪱꪫ,False
muỗi,ꪑꪴꪉ,False
muỗi,ꪨ꫁ꪮꪥ,True
"xui, xúi",ꪑꪺꪙ,False
"xui dại, xúi dại",ꪑꪺꪙ ꪋ꫁ꪱ,False
"bạch, dại, xúi dại",ꪑꪺꪙ ꪶꪔ,True
xui xiểm,ꪑꪺꪙ ꪻꪊ,False
xui khỏi,ꪑꪺꪙ ꪻꪊ,True
ngó,ꪐꪳ꫁,False
xót,ꪐꪳ꫁,True
đoái hoài,ꪐꪳ꫁,False
đoái hù,ꪹꪀꪷ꪿ꪣ,True
"dòm ngó, dòm dỏ",ꪐꪳ꫁ ꪤ꪿ꪮꪉ,False
dòm bưng dòm dỏ,ꪐꪳ꫁ ꪤ꪿ꪮꪉ,True
"dòm ngó, máu, bập",ꪐꪳ꫁ ꪤ꪿ꪮꪉ,True
thịt,ꪹꪐ꪿,False
nhút,ꪹꪐ꪿,True
thịt nạc,ꪹꪐ꪿ ꪊꪲꪉ,False
ngậm lóng,ꪒ꪿ꪺꪉ ꪊꪲꪉ,True
thịt luộc,ꪹꪐ꪿ ꪊꪳꪒ,False
thịt luộc,ꪹꪐ꪿ ꪒꪺ,True
thịt dọi,ꪹꪐ꪿ ꪠꪱꪀ,False
thịt dọi,ꪹꪐ꪿ ꪹꪐꪸ꫁ꪙ,True
cái,ꪹꪐ꫁,False
bã rượu,ꪹꪐ꫁ ꪹꪨꪱ꫁,False
từng nấc một,ꪑꪳ꫁ꪀ ꪑꪳ꫁ꪀ,False
nhùn nấc một,ꪑꪳ꫁ꪀ ꪑꪳ꫁ꪀ,True
dâng,ꪑꪳ꪿ꪉ,False
dâng,ꪵꪀ꪿,True
trào,ꪑꪳ꪿ꪉ,False
đắp điếm,ꪑꪳ꪿ꪉ ꪑꪺꪉ,False
đắp điếm,ꪎ꫁ꪺꪣ ꪑꪺꪉ,True
lả tả,ꪹꪑꪥ ꪹꪑꪥ,False
lả tả,ꪹꪑꪥ ꪹꪔ꫁ꪱ,True
"nén, tả",ꪜ꪿ꪮꪀ ꪹꪑꪥ,True
tới tấp,ꪹꪑꪥ ꪹꪑꪥ,False
hôi hám,ꪹꪐꪉ,False
"hương, đòng",ꪹꪐꪉ,True
địu,ꪒꪱ,False
địu,ꪭꪫꪱꪉ,True
địu,ꪮ꫁ꪱꪫ,True
sắp,ꪒꪱ,False
xếp,ꪒꪱ,False
"bày, dàn",ꪒꪱ,False
xem số mệnh,ꪒꪱ ꪵꪙꪙ,False
xem số mệnh,ꪹꪨꪱ ꪵꪙꪙ,True
chửi,ꪒ꪿ꪱ,False
xạc,ꪒ꪿ꪱ ꪊꪲ꫁ꪣ,False
mến,ꪒ꪿ꪱ ꪊꪲ꫁ꪣ,True
xạc,ꪻꪯ ꪊꪲ꫁ꪣ,True
chủi bới,ꪒ꪿ꪱ ꪓꪱꪉ,False
"chủi mắng, mắng mỏ",ꪒ꪿ꪱ ꪢꪱꪉ,False
"chủi mắng, mắng mỏ",ꪫꪱꪉ ꪢꪱꪉ,True
"chửi rủa, quở mắng",ꪒ꪿ꪱ ꪕꪷ,False
choạc,ꪒ꪿ꪱ ꪔ꪿ꪮꪥ,False
khoái,ꪒ꫁ꪱ,False
đã,ꪒ꫁ꪱ,False
lùn,ꪒ꫁ꪱ,True
dọc,ꪒ꫁ꪱ,True
đã đời,ꪒ꫁ꪱ ꪹꪒꪷꪥ,False
"tích, đời",ꪒ꫁ꪱ ꪹꪒꪷꪥ,True
